Row_Index,Column,Original_Value,New_Value
13051,Enacted_Date,25/04/1994,1994-04-25
13051,Effective_Date,01/07/1994,1994-07-01
13052,Enacted_Date,10/07/2006,2006-07-10
13052,Effective_Date,16/11/2006,2006-11-16
13053,Enacted_Date,02/04/2004,2004-04-02
13053,Effective_Date,01/07/2004,2004-07-01
13054,Enacted_Date,07/04/2006,2006-04-07
13054,Effective_Date,21/07/2006,2006-07-21
13055,Enacted_Date,14/04/1987,1987-04-14
13055,Effective_Date,01/07/1987,1987-07-01
13056,Enacted_Date,19/06/2003,2003-06-19
13056,Effective_Date,01/09/2003,2003-09-01
13057,Enacted_Date,18/06/2004,2004-06-18
13057,Effective_Date,05/07/2004,2004-07-05
13058,Enacted_Date,15/04/2005,2005-04-15
13058,Effective_Date,01/10/2005,2005-10-01
13059,Enacted_Date,22/02/2002,2002-02-22
13059,Effective_Date,01/07/2002,2002-07-01
13060,Enacted_Date,28/05/1993,1993-05-28
13060,Effective_Date,01/07/1993,1993-07-01
13061,Enacted_Date,21/05/1979,1979-05-21
13061,Effective_Date,01/01/1980,1980-01-01
13062,Enacted_Date,22/03/1994,1994-03-22
13062,Effective_Date,01/01/1995,1995-01-01
13063,Enacted_Date,01/01/1983,1983-01-01
13063,Effective_Date,31/12/1983,1983-12-31
13064,Enacted_Date,08/04/2005,2005-04-08
13064,Effective_Date,01/07/2005,2005-07-01
13065,Enacted_Date,07/11/2006,2006-11-07
13065,Effective_Date,17/11/2006,2006-11-17
13066,Enacted_Date,23/06/2003,2003-06-23
13066,Effective_Date,01/07/2003,2003-07-01
13067,Enacted_Date,31/05/2002,2002-05-31
13067,Effective_Date,01/12/2002,2002-12-01
13068,Enacted_Date,31/01/2006,2006-01-31
13068,Effective_Date,01/01/2007,2007-01-01
13069,Enacted_Date,15/04/2005,2005-04-15
13069,Effective_Date,01/10/2005,2005-10-01
13070,Enacted_Date,28/05/1993,1993-05-28
13070,Effective_Date,01/07/1993,1993-07-01
13071,Enacted_Date,30/06/2006,2006-06-30
13071,Effective_Date,01/01/2007,2007-01-01
13072,Enacted_Date,07/11/2006,2006-11-07
13072,Effective_Date,07/12/2006,2006-12-07
13073,Enacted_Date,18/04/1984,1984-04-18
13073,Effective_Date,17/07/1984,1984-07-17
13074,Enacted_Date,22/03/1994,1994-03-22
13074,Effective_Date,01/01/1995,1995-01-01
13075,Enacted_Date,31/05/2002,2002-05-31
13075,Effective_Date,01/12/2002,2002-12-01
13076,Enacted_Date,10/07/2006,2006-07-10
13076,Effective_Date,16/11/2006,2006-11-16
13077,Enacted_Date,15/07/1986,1986-07-15
13077,Effective_Date,15/07/1986,1986-07-15
13078,Enacted_Date,15/06/1993,1993-06-15
13078,Effective_Date,01/01/1994,1994-01-01
13079,Enacted_Date,10/07/2006,2006-07-10
13079,Effective_Date,16/11/2006,2006-11-16
13080,Enacted_Date,10/07/2006,2006-07-10
13080,Effective_Date,16/11/2006,2006-11-16
13081,Enacted_Date,28/06/1994,1994-06-28
13081,Effective_Date,28/06/1994,1994-06-28
13082,Enacted_Date,19/06/2003,2003-06-19
13082,Effective_Date,01/09/2003,2003-09-01
13083,Enacted_Date,31/05/2002,2002-05-31
13083,Effective_Date,27/11/2002,2002-11-27
13084,Enacted_Date,15/01/2006,2006-01-15
13084,Effective_Date,15/04/2006,2006-04-15
13085,Enacted_Date,10/07/2006,2006-07-10
13085,Effective_Date,16/11/2006,2006-11-16
13086,Enacted_Date,26/03/2003,2003-03-26
13086,Effective_Date,24/07/2003,2003-07-24
13087,Enacted_Date,08/11/2005,2005-11-08
13087,Effective_Date,08/12/2005,2005-12-08
13088,Enacted_Date,29/06/2004,2004-06-29
13088,Effective_Date,01/03/2005,2005-03-01
13089,Enacted_Date,02/04/2004,2004-04-02
13089,Effective_Date,01/07/2004,2004-07-01
13090,Enacted_Date,09/12/2005,2005-12-09
13090,Effective_Date,08/05/2006,2006-05-08
13091,Enacted_Date,11/06/1992,1992-06-11
13091,Effective_Date,13/08/1992,1992-08-13
13092,Enacted_Date,30/06/2006,2006-06-30
13092,Effective_Date,01/01/2007,2007-01-01
13093,Enacted_Date,15/01/2006,2006-01-15
13093,Effective_Date,15/04/2006,2006-04-15
13094,Enacted_Date,07/04/2006,2006-04-07
13094,Effective_Date,21/07/2006,2006-07-21
13095,Enacted_Date,15/01/2006,2006-01-15
13095,Effective_Date,15/04/2006,2006-04-15
13096,Enacted_Date,20/03/1997,1997-03-20
13096,Effective_Date,01/12/1997,1997-12-01
13097,Enacted_Date,01/01/1979,1979-01-01
13097,Effective_Date,31/12/1979,1979-12-31
13098,Enacted_Date,07/11/2006,2006-11-07
13098,Effective_Date,07/12/2006,2006-12-07
13099,Enacted_Date,21/08/1999,1999-08-21
13099,Effective_Date,21/08/1999,1999-08-21
13100,Enacted_Date,29/06/2004,2004-06-29
13100,Effective_Date,01/03/2005,2005-03-01
13101,Enacted_Date,31/01/2006,2006-01-31
13101,Effective_Date,03/04/2006,2006-04-03
13102,Enacted_Date,20/03/1997,1997-03-20
13102,Effective_Date,01/12/1997,1997-12-01
13103,Enacted_Date,27/04/1990,1990-04-27
13103,Effective_Date,01/01/1991,1991-01-01
13104,Enacted_Date,09/12/2005,2005-12-09
13104,Effective_Date,08/05/2006,2006-05-08
13105,Enacted_Date,09/05/2005,2005-05-09
13105,Effective_Date,01/07/2005,2005-07-01
13106,Enacted_Date,17/08/2001,2001-08-17
13106,Effective_Date,01/01/2002,2002-01-01
13107,Enacted_Date,30/05/1990,1990-05-30
13107,Effective_Date,01/08/1990,1990-08-01
13108,Enacted_Date,17/08/2001,2001-08-17
13108,Effective_Date,01/01/2002,2002-01-01
13109,Enacted_Date,27/03/2006,2006-03-27
13109,Effective_Date,01/07/2006,2006-07-01
13110,Enacted_Date,05/06/2003,2003-06-05
13110,Effective_Date,01/01/2004,2004-01-01
13111,Enacted_Date,15/04/2005,2005-04-15
13111,Effective_Date,01/10/2005,2005-10-01
13112,Enacted_Date,10/07/2006,2006-07-10
13112,Effective_Date,16/11/2006,2006-11-16
13113,Enacted_Date,27/04/1990,1990-04-27
13113,Effective_Date,01/01/1991,1991-01-01
13114,Enacted_Date,23/05/2003,2003-05-23
13114,Effective_Date,01/10/2003,2003-10-01
13115,Enacted_Date,01/01/1975,1975-01-01
13115,Effective_Date,01/01/1975,1975-01-01
13116,Enacted_Date,31/01/2006,2006-01-31
13116,Effective_Date,03/04/2006,2006-04-03
13117,Enacted_Date,11/06/1992,1992-06-11
13117,Effective_Date,31/12/1992,1992-12-31
13118,Enacted_Date,09/01/1990,1990-01-09
13118,Effective_Date,01/07/1990,1990-07-01
13119,Enacted_Date,16/03/2006,2006-03-16
13119,Effective_Date,01/05/2006,2006-05-01
13120,Enacted_Date,26/03/2003,2003-03-26
13120,Effective_Date,24/07/2003,2003-07-24
13121,Enacted_Date,29/06/2004,2004-06-29
13121,Effective_Date,01/03/2005,2005-03-01
13122,Enacted_Date,27/04/1990,1990-04-27
13122,Effective_Date,01/01/1991,1991-01-01
13123,Enacted_Date,08/11/2005,2005-11-08
13123,Effective_Date,08/12/2005,2005-12-08
13124,Enacted_Date,29/06/2004,2004-06-29
13124,Effective_Date,01/03/2005,2005-03-01
13125,Enacted_Date,07/11/2006,2006-11-07
13125,Effective_Date,17/11/2006,2006-11-17
13126,Enacted_Date,07/11/2006,2006-11-07
13126,Effective_Date,07/12/2006,2006-12-07
13127,Enacted_Date,22/03/1994,1994-03-22
13127,Effective_Date,01/01/1995,1995-01-01
13128,Enacted_Date,05/06/2003,2003-06-05
13128,Effective_Date,01/01/2004,2004-01-01
13129,Enacted_Date,23/05/1975,1975-05-23
13129,Effective_Date,01/09/1975,1975-09-01
13130,Enacted_Date,01/01/1979,1979-01-01
13130,Effective_Date,31/12/1979,1979-12-31
13131,Enacted_Date,05/07/1989,1989-07-05
13131,Effective_Date,01/01/1990,1990-01-01
13132,Enacted_Date,10/07/2006,2006-07-10
13132,Effective_Date,16/11/2006,2006-11-16
13133,Enacted_Date,31/05/2002,2002-05-31
13133,Effective_Date,07/12/2002,2002-12-07
13134,Enacted_Date,26/03/2003,2003-03-26
13134,Effective_Date,24/07/2003,2003-07-24
13135,Enacted_Date,10/07/2006,2006-07-10
13135,Effective_Date,16/11/2006,2006-11-16
13136,Enacted_Date,22/02/2002,2002-02-22
13136,Effective_Date,01/07/2002,2002-07-01
13137,Enacted_Date,19/06/1985,1985-06-19
13137,Effective_Date,01/10/1985,1985-10-01
13138,Enacted_Date,27/03/2006,2006-03-27
13138,Effective_Date,01/07/2006,2006-07-01
13139,Enacted_Date,08/05/2000,2000-05-08
13139,Effective_Date,08/11/2000,2000-11-08
13140,Enacted_Date,07/11/2006,2006-11-07
13140,Effective_Date,01/05/2007,2007-05-01
13141,Enacted_Date,09/05/2005,2005-05-09
13141,Effective_Date,01/07/2005,2005-07-01
13142,Enacted_Date,17/04/2005,2005-04-17
13142,Effective_Date,01/10/2005,2005-10-01
13143,Enacted_Date,28/05/1993,1993-05-28
13143,Effective_Date,01/07/1993,1993-07-01
13144,Enacted_Date,19/06/2003,2003-06-19
13144,Effective_Date,01/09/2003,2003-09-01
13145,Enacted_Date,15/10/1993,1993-10-15
13145,Effective_Date,01/04/1994,1994-04-01
13146,Enacted_Date,21/07/1994,1994-07-21
13146,Effective_Date,01/01/1995,1995-01-01
13147,Enacted_Date,29/06/2004,2004-06-29
13147,Effective_Date,01/03/2005,2005-03-01
13148,Enacted_Date,26/03/2003,2003-03-26
13148,Effective_Date,24/07/2003,2003-07-24
13149,Enacted_Date,09/12/2005,2005-12-09
13149,Effective_Date,08/05/2006,2006-05-08
13150,Enacted_Date,15/11/2006,2006-11-15
13150,Effective_Date,01/05/2007,2007-05-01
13151,Enacted_Date,13/12/2002,2002-12-13
13151,Effective_Date,13/12/2002,2002-12-13
13152,Enacted_Date,20/03/1997,1997-03-20
13152,Effective_Date,01/12/1997,1997-12-01
13153,Enacted_Date,11/06/1992,1992-06-11
13153,Effective_Date,13/08/1992,1992-08-13
13154,Enacted_Date,07/11/2006,2006-11-07
13154,Effective_Date,07/12/2006,2006-12-07
13155,Enacted_Date,21/05/1979,1979-05-21
13155,Effective_Date,01/01/1980,1980-01-01
13156,Enacted_Date,16/10/1989,1989-10-16
13156,Effective_Date,16/10/1989,1989-10-16
13157,Enacted_Date,31/05/2002,2002-05-31
13157,Effective_Date,01/12/2002,2002-12-01
13158,Enacted_Date,13/12/2002,2002-12-13
13158,Effective_Date,13/12/2002,2002-12-13
13159,Enacted_Date,17/08/2001,2001-08-17
13159,Effective_Date,01/01/2002,2002-01-01
13160,Enacted_Date,08/11/2005,2005-11-08
13160,Effective_Date,08/12/2005,2005-12-08
13161,Enacted_Date,07/11/2006,2006-11-07
13161,Effective_Date,01/05/2007,2007-05-01
13162,Enacted_Date,16/04/2005,2005-04-16
13162,Effective_Date,01/10/2005,2005-10-01
13163,Enacted_Date,28/05/1993,1993-05-28
13163,Effective_Date,01/07/1993,1993-07-01
13164,Enacted_Date,17/08/2001,2001-08-17
13164,Effective_Date,01/01/2002,2002-01-01
13165,Enacted_Date,25/04/2005,2005-04-25
13165,Effective_Date,01/08/2005,2005-08-01
13166,Enacted_Date,26/03/2003,2003-03-26
13166,Effective_Date,24/07/2003,2003-07-24
13167,Enacted_Date,21/12/1988,1988-12-21
13167,Effective_Date,31/12/1988,1988-12-31
13168,Enacted_Date,07/04/2006,2006-04-07
13168,Effective_Date,21/07/2006,2006-07-21
13169,Enacted_Date,07/11/2006,2006-11-07
13169,Effective_Date,17/11/2006,2006-11-17
13170,Enacted_Date,10/07/2006,2006-07-10
13170,Effective_Date,16/11/2006,2006-11-16
13171,Enacted_Date,08/09/2003,2003-09-08
13171,Effective_Date,01/01/2004,2004-01-01
13172,Enacted_Date,01/04/1993,1993-04-01
13172,Effective_Date,01/08/1993,1993-08-01
13173,Enacted_Date,30/06/2006,2006-06-30
13173,Effective_Date,01/01/2007,2007-01-01
13174,Enacted_Date,01/01/1975,1975-01-01
13174,Effective_Date,31/12/1975,1975-12-31
13175,Enacted_Date,24/06/2003,2003-06-24
13175,Effective_Date,01/01/2004,2004-01-01
13176,Enacted_Date,19/06/2003,2003-06-19
13176,Effective_Date,01/09/2003,2003-09-01
13177,Enacted_Date,14/01/1988,1988-01-14
13177,Effective_Date,13/04/1988,1988-04-13
13178,Enacted_Date,23/06/2003,2003-06-23
13178,Effective_Date,01/07/2003,2003-07-01
13179,Enacted_Date,09/07/1992,1992-07-09
13179,Effective_Date,09/07/1992,1992-07-09
13180,Enacted_Date,07/04/2006,2006-04-07
13180,Effective_Date,21/07/2006,2006-07-21
13181,Enacted_Date,08/11/2005,2005-11-08
13181,Effective_Date,08/12/2005,2005-12-08
13182,Enacted_Date,07/04/2006,2006-04-07
13182,Effective_Date,21/07/2006,2006-07-21
13183,Enacted_Date,08/11/2005,2005-11-08
13183,Effective_Date,08/12/2005,2005-12-08
13184,Enacted_Date,16/04/2005,2005-04-16
13184,Effective_Date,01/10/2005,2005-10-01
13185,Enacted_Date,30/06/2006,2006-06-30
13185,Effective_Date,01/01/2007,2007-01-01
13186,Enacted_Date,02/04/2004,2004-04-02
13186,Effective_Date,01/07/2004,2004-07-01
13187,Enacted_Date,22/02/2002,2002-02-22
13187,Effective_Date,01/07/2002,2002-07-01
13188,Enacted_Date,22/04/1997,1997-04-22
13188,Effective_Date,09/07/1997,1997-07-09
13189,Enacted_Date,09/12/2005,2005-12-09
13189,Effective_Date,08/05/2006,2006-05-08
13190,Enacted_Date,09/12/2005,2005-12-09
13190,Effective_Date,08/05/2006,2006-05-08
13191,Enacted_Date,30/06/2006,2006-06-30
13191,Effective_Date,01/01/2007,2007-01-01
13192,Enacted_Date,18/04/2005,2005-04-18
13192,Effective_Date,01/10/2005,2005-10-01
13193,Enacted_Date,09/12/2005,2005-12-09
13193,Effective_Date,08/05/2006,2006-05-08
13194,Enacted_Date,09/05/2005,2005-05-09
13194,Effective_Date,01/07/2005,2005-07-01
13195,Enacted_Date,01/03/1994,1994-03-01
13195,Effective_Date,01/03/1994,1994-03-01
13196,Enacted_Date,06/06/2003,2003-06-06
13196,Effective_Date,01/09/2003,2003-09-01
13197,Enacted_Date,07/11/2006,2006-11-07
13197,Effective_Date,07/12/2006,2006-12-07
13198,Enacted_Date,27/04/1995,1995-04-27
13198,Effective_Date,27/04/1995,1995-04-27
13199,Enacted_Date,31/05/2002,2002-05-31
13199,Effective_Date,27/11/2002,2002-11-27
13200,Enacted_Date,07/11/2006,2006-11-07
13200,Effective_Date,17/11/2006,2006-11-17
13201,Enacted_Date,02/06/1975,1975-06-02
13201,Effective_Date,02/06/1975,1975-06-02
13202,Enacted_Date,30/06/2006,2006-06-30
13202,Effective_Date,01/01/2007,2007-01-01
13203,Enacted_Date,22/03/1994,1994-03-22
13203,Effective_Date,01/01/1995,1995-01-01
13204,Enacted_Date,27/03/2006,2006-03-27
13204,Effective_Date,01/07/2006,2006-07-01
13205,Enacted_Date,27/03/2006,2006-03-27
13205,Effective_Date,01/07/2006,2006-07-01
13206,Enacted_Date,31/01/2006,2006-01-31
13206,Effective_Date,01/01/2007,2007-01-01
13207,Enacted_Date,15/01/2006,2006-01-15
13207,Effective_Date,15/04/2006,2006-04-15
13208,Enacted_Date,28/05/1993,1993-05-28
13208,Effective_Date,01/07/1993,1993-07-01
13209,Enacted_Date,01/01/1990,1990-01-01
13209,Effective_Date,01/07/1990,1990-07-01
13210,Enacted_Date,04/06/1987,1987-06-04
13210,Effective_Date,01/01/1990,1990-01-01
13211,Enacted_Date,12/04/2001,2001-04-12
13211,Effective_Date,11/07/2001,2001-07-11
13212,Enacted_Date,31/05/2005,2005-05-31
13212,Effective_Date,17/09/2005,2005-09-17
13213,Enacted_Date,22/02/2002,2002-02-22
13213,Effective_Date,01/07/2002,2002-07-01
13214,Enacted_Date,29/06/2004,2004-06-29
13214,Effective_Date,01/03/2005,2005-03-01
13215,Enacted_Date,24/06/2003,2003-06-24
13215,Effective_Date,01/01/2004,2004-01-01
13216,Enacted_Date,27/03/2006,2006-03-27
13216,Effective_Date,01/07/2006,2006-07-01
13217,Enacted_Date,09/01/1990,1990-01-09
13217,Effective_Date,01/07/1990,1990-07-01
13218,Enacted_Date,18/04/2005,2005-04-18
13218,Effective_Date,01/10/2005,2005-10-01
13219,Enacted_Date,15/11/2006,2006-11-15
13219,Effective_Date,01/05/2007,2007-05-01
13220,Enacted_Date,08/11/2005,2005-11-08
13220,Effective_Date,08/12/2005,2005-12-08
13221,Enacted_Date,01/01/1990,1990-01-01
13221,Effective_Date,01/07/1990,1990-07-01
13222,Enacted_Date,01/01/1975,1975-01-01
13222,Effective_Date,01/01/1975,1975-01-01
13223,Enacted_Date,07/11/2006,2006-11-07
13223,Effective_Date,08/12/2006,2006-12-08
13224,Enacted_Date,22/03/1994,1994-03-22
13224,Effective_Date,01/01/1995,1995-01-01
13225,Enacted_Date,25/04/2005,2005-04-25
13225,Effective_Date,01/08/2005,2005-08-01
13226,Enacted_Date,01/01/1979,1979-01-01
13226,Effective_Date,31/12/1979,1979-12-31
13227,Enacted_Date,10/07/2006,2006-07-10
13227,Effective_Date,16/11/2006,2006-11-16
13228,Enacted_Date,24/04/1990,1990-04-24
13228,Effective_Date,24/04/1990,1990-04-24
13229,Enacted_Date,15/01/2006,2006-01-15
13229,Effective_Date,15/04/2006,2006-04-15
13230,Enacted_Date,23/06/2003,2003-06-23
13230,Effective_Date,01/07/2003,2003-07-01
13231,Enacted_Date,09/01/1990,1990-01-09
13231,Effective_Date,01/07/1990,1990-07-01
13232,Enacted_Date,19/06/2003,2003-06-19
13232,Effective_Date,01/09/2003,2003-09-01
13233,Enacted_Date,20/03/1997,1997-03-20
13233,Effective_Date,01/12/1997,1997-12-01
13234,Enacted_Date,07/11/2006,2006-11-07
13234,Effective_Date,07/12/2006,2006-12-07
13235,Enacted_Date,26/03/2003,2003-03-26
13235,Effective_Date,24/07/2003,2003-07-24
13236,Enacted_Date,09/07/1992,1992-07-09
13236,Effective_Date,09/07/1992,1992-07-09
13237,Enacted_Date,25/05/2005,2005-05-25
13237,Effective_Date,01/08/2005,2005-08-01
13238,Enacted_Date,18/06/2004,2004-06-18
13238,Effective_Date,05/07/2004,2004-07-05
13239,Enacted_Date,01/01/1979,1979-01-01
13239,Effective_Date,31/12/1979,1979-12-31
13240,Enacted_Date,21/12/1988,1988-12-21
13240,Effective_Date,31/12/1988,1988-12-31
13241,Enacted_Date,26/03/2003,2003-03-26
13241,Effective_Date,24/07/2003,2003-07-24
13242,Enacted_Date,10/07/2006,2006-07-10
13242,Effective_Date,16/11/2006,2006-11-16
13243,Enacted_Date,09/05/2005,2005-05-09
13243,Effective_Date,01/07/2005,2005-07-01
13244,Enacted_Date,17/04/2005,2005-04-17
13244,Effective_Date,01/10/2005,2005-10-01
13245,Enacted_Date,07/11/2006,2006-11-07
13245,Effective_Date,01/05/2007,2007-05-01
13246,Enacted_Date,02/04/2004,2004-04-02
13246,Effective_Date,01/07/2004,2004-07-01
13247,Enacted_Date,06/06/2003,2003-06-06
13247,Effective_Date,01/11/2003,2003-11-01
13248,Enacted_Date,30/06/2006,2006-06-30
13248,Effective_Date,01/01/2007,2007-01-01
13249,Enacted_Date,02/04/2004,2004-04-02
13249,Effective_Date,01/07/2004,2004-07-01
13250,Enacted_Date,25/04/2005,2005-04-25
13250,Effective_Date,01/08/2005,2005-08-01
13251,Enacted_Date,22/02/2002,2002-02-22
13251,Effective_Date,01/07/2002,2002-07-01
13252,Enacted_Date,04/06/1987,1987-06-04
13252,Effective_Date,01/01/1990,1990-01-01
13253,Enacted_Date,01/07/1987,1987-07-01
13253,Effective_Date,31/12/1987,1987-12-31
13254,Enacted_Date,08/04/2005,2005-04-08
13254,Effective_Date,01/07/2005,2005-07-01
13255,Enacted_Date,07/11/2006,2006-11-07
13255,Effective_Date,08/12/2006,2006-12-08
13256,Enacted_Date,31/01/2006,2006-01-31
13256,Effective_Date,01/01/2007,2007-01-01
13257,Enacted_Date,29/09/2003,2003-09-29
13257,Effective_Date,03/12/2003,2003-12-03
13258,Enacted_Date,07/11/2006,2006-11-07
13258,Effective_Date,08/12/2006,2006-12-08
13259,Enacted_Date,27/03/2006,2006-03-27
13259,Effective_Date,01/07/2006,2006-07-01
13260,Enacted_Date,31/01/2006,2006-01-31
13260,Effective_Date,01/01/2007,2007-01-01
13261,Enacted_Date,07/11/2006,2006-11-07
13261,Effective_Date,07/12/2006,2006-12-07
13262,Enacted_Date,07/12/2006,2006-12-07
13262,Effective_Date,01/05/2007,2007-05-01
13263,Enacted_Date,01/01/1979,1979-01-01
13263,Effective_Date,31/12/1979,1979-12-31
13264,Enacted_Date,15/04/2005,2005-04-15
13264,Effective_Date,01/10/2005,2005-10-01
13265,Enacted_Date,10/04/2006,2006-04-10
13265,Effective_Date,21/07/2006,2006-07-21
13266,Enacted_Date,27/04/1990,1990-04-27
13266,Effective_Date,01/01/1991,1991-01-01
13267,Enacted_Date,10/07/2006,2006-07-10
13267,Effective_Date,16/11/2006,2006-11-16
13268,Enacted_Date,22/03/1994,1994-03-22
13268,Effective_Date,01/01/1995,1995-01-01
13269,Enacted_Date,08/11/2005,2005-11-08
13269,Effective_Date,08/12/2005,2005-12-08
13270,Enacted_Date,18/06/2004,2004-06-18
13270,Effective_Date,05/07/2004,2004-07-05
13271,Enacted_Date,31/01/2006,2006-01-31
13271,Effective_Date,03/04/2006,2006-04-03
13272,Enacted_Date,01/07/1987,1987-07-01
13272,Effective_Date,31/12/1987,1987-12-31
13273,Enacted_Date,21/12/1988,1988-12-21
13273,Effective_Date,31/12/1988,1988-12-31
13274,Enacted_Date,25/04/2005,2005-04-25
13274,Effective_Date,01/08/2005,2005-08-01
13275,Enacted_Date,30/06/2006,2006-06-30
13275,Effective_Date,01/01/2007,2007-01-01
13276,Enacted_Date,19/06/1985,1985-06-19
13276,Effective_Date,01/10/1985,1985-10-01
13277,Enacted_Date,29/06/2004,2004-06-29
13277,Effective_Date,01/03/2005,2005-03-01
13278,Enacted_Date,27/09/1996,1996-09-27
13278,Effective_Date,01/01/1998,1998-01-01
13279,Enacted_Date,04/06/1987,1987-06-04
13279,Effective_Date,01/01/1990,1990-01-01
13280,Enacted_Date,07/04/2006,2006-04-07
13280,Effective_Date,21/07/2006,2006-07-21
13281,Enacted_Date,25/04/2005,2005-04-25
13281,Effective_Date,01/08/2005,2005-08-01
13282,Enacted_Date,31/05/2002,2002-05-31
13282,Effective_Date,01/12/2002,2002-12-01
13283,Enacted_Date,31/01/2006,2006-01-31
13283,Effective_Date,03/04/2006,2006-04-03
13284,Enacted_Date,09/12/2005,2005-12-09
13284,Effective_Date,08/05/2006,2006-05-08
13285,Enacted_Date,02/04/2004,2004-04-02
13285,Effective_Date,01/07/2004,2004-07-01
13286,Enacted_Date,08/06/1987,1987-06-08
13286,Effective_Date,01/07/1987,1987-07-01
13287,Enacted_Date,09/12/2005,2005-12-09
13287,Effective_Date,08/05/2006,2006-05-08
13288,Enacted_Date,24/06/2003,2003-06-24
13288,Effective_Date,01/01/2004,2004-01-01
13289,Enacted_Date,21/07/1994,1994-07-21
13289,Effective_Date,01/01/1995,1995-01-01
13290,Enacted_Date,07/11/2006,2006-11-07
13290,Effective_Date,01/05/2007,2007-05-01
13291,Enacted_Date,27/03/2006,2006-03-27
13291,Effective_Date,01/07/2006,2006-07-01
13292,Enacted_Date,27/04/1995,1995-04-27
13292,Effective_Date,27/04/1995,1995-04-27
13293,Enacted_Date,07/11/2006,2006-11-07
13293,Effective_Date,07/12/2006,2006-12-07
13294,Enacted_Date,07/11/2006,2006-11-07
13294,Effective_Date,07/12/2006,2006-12-07
13295,Enacted_Date,23/05/2003,2003-05-23
13295,Effective_Date,01/04/2004,2004-04-01
13296,Enacted_Date,26/05/2003,2003-05-26
13296,Effective_Date,24/07/2003,2003-07-24
13297,Enacted_Date,24/04/1990,1990-04-24
13297,Effective_Date,24/04/1990,1990-04-24
13298,Enacted_Date,01/01/1983,1983-01-01
13298,Effective_Date,31/12/1983,1983-12-31
13299,Enacted_Date,10/07/2006,2006-07-10
13299,Effective_Date,16/11/2006,2006-11-16
13300,Enacted_Date,25/04/2005,2005-04-25
13300,Effective_Date,01/08/2005,2005-08-01
13301,Enacted_Date,21/12/1988,1988-12-21
13301,Effective_Date,19/02/1989,1989-02-19
